col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85,col_86,col_87,col_88,col_89,col_90,col_91,col_92,col_93,col_94,col_95,col_96,col_97,col_98,col_99,col_100
0.33201640933519105,0.4858308393125844,0.488309330870739,0.022191071790277683,0.635481658222836,0.13270644553409283,0.9063692501653503,0.94275129861396,0.8068222048573512,0.7412924121857234,0.3807321648103603,0.36640724378894685,0.03610736678623161,0.5512358929605155,0.3830380106204373,0.050099678151587,0.9936236319001046,0.5805258488470058,0.37530781769809285,0.9653112121152398,0.47667949256477216,0.26357502264813804,0.3787733875113878,0.530629093000341,0.6624774532359389,0.9581743972695673,0.33471289735976195,0.5136666387798009,0.8547707532390892,0.32487831965097347,0.16400047364346915,0.08399626879566635,0.08691027960046116,0.5665772394251121,0.2772732773078205,0.3710200619633208,0.8928351469206828,0.1293000363932646,0.09831551775524983,0.24201714786817075,0.6811891673524678,0.8394209414999416,0.7435852716297447,0.3241749466519914,0.9669109416958975,0.8160479475380892,0.4711010190727334,0.41427791855976703,0.1317020730279781,0.6962864887501148,0.4713019476542739,0.9068694792434052,0.40985794389472463,0.4031665408939973,0.3418060786968413,0.2351114163728647,0.7087338240575516,0.7883351904379009,0.14842536623752522,0.562618795025883,0.6955057501377795,0.5975009147068149,0.41749882858131204,0.4116424306052402,0.12893324457608923,0.11402239376594969,0.912225427433231,0.7466995508408534,0.2682482456300149,0.516309676396409,0.046120242772705766,0.4427367718761279,0.5562094529411149,0.9992063147638035,0.9362465569562852,0.25106967261114166,0.8525509709928393,0.6526319719338304,0.3479644780956823,0.7304611530691275,0.2768611617767138,0.3865364812445623,0.49235551665323407,0.05836847093523867,0.8386064091520812,0.6764888250255602,0.698331279289761,0.2688186224903568,0.9517986791044095,0.26822562601027733,0.7107987694873082,0.25307670759694467,0.08210126070218304,0.8969043774456656,0.6334587122194214,0.976423991912722,0.07042071076012191,0.37248982326055646,0.8071655344460514,0.5855881918087997
0.5496878944535856,0.8095249823129675,0.5721487704229554,0.8901274567181816,0.36557382366340385,0.5433422358526504,0.10973231061607425,0.3769287787064335,0.28492437586573405,0.5596001273548904,0.9651868866681536,0.663471113711286,0.49718521670231697,0.8858270076568807,0.6120043228034875,0.33778002968309484,0.14808371666299236,0.035240105733239546,0.42977639349938357,0.9142546380118172,0.7829822928090981,0.11327279286286096,0.16316802472145342,0.15515655277560236,0.6146201649716739,0.09352297539069632,0.683026586627425,0.9107001737326998,0.7336668127770233,0.3066582038214314,0.04197344793400559,0.17159314981469975,0.909660941246133,0.6736604350254587,0.3131601377141855,0.920462541003703,0.4482355842379304,0.9956502796498718,0.9469550618480828,0.7267094329325522,0.6268958245776202,0.6492717539667389,0.4841909779900332,0.9100332000831586,0.5639209237373002,0.2519161724036788,0.8342384027822581,0.39834415835451376,0.20068644156722992,0.5315847255052231,0.7241438036402154,0.22826325255067692,0.1101115306429783,0.2863634580729948,0.4254612458108905,0.061755255902053774,0.004550059401911222,0.7789173996635936,0.5239715098648527,0.9067492670253597,0.8744112075398324,0.2741004928790627,0.19672166798526025,0.014133294071606461,0.08931864352577024,0.8678552780214394,0.2497683641790025,0.5638448014708151,0.5585202662862825,0.14297071319020416,0.7231523573686613,0.10399536835833156,0.35996888083525425,0.6059283382605407,0.2807466782134883,0.5837090103201664,0.7346834580849677,0.3769754067236506,0.3530408255310168,0.5296686591343276,0.874029456542071,0.7969003097276008,0.8167271555448922,0.7762716220517251,0.5883665419112909,0.3263255670943882,0.2977265486884797,0.10866344612992496,0.1952434053085229,0.7176174679625137,0.7558999350089025,0.5645264088093771,0.6975951872357903,0.7187710806082556,0.8897192612726921,0.47954312888827655,0.6081030072000615,0.3228499981855607,0.9983833408802344,0.3671360595658991
0.8285784388890565,0.04222705431138307,0.14172036097952334,0.2984325324728665,0.5082626176017951,0.5936512077874601,0.7052054831201108,0.5401479449866765,0.22851475782022146,0.42775784530953,0.7529661782536969,0.38017756271108416,0.7385491544673339,0.08483074628525789,0.33091313358555263,0.5064358532200068,0.0594637900425532,0.9931326185294233,0.6874984204977193,0.946454195270752,0.29951655090292706,0.9108024406795211,0.3035449288531702,0.47242934321954244,0.11943575891616776,0.6005196192859099,0.4121368312965331,0.5235831578254975,0.5690353143329382,0.8170922291811034,0.3178951797961572,0.041682369040071054,0.5419008235868098,0.991171103389815,0.7852739688687802,0.3577199418981991,0.7407329297244394,0.41771403565308407,0.20413347946273475,0.5884360970099318,0.9462549183551473,0.9369278287728348,0.5038532666807137,0.26822509775787584,0.8109240637116754,0.5504974066837197,0.7120419851924028,0.7448159290646653,0.34478232002733056,0.800257834454417,0.2987927753094406,0.25549976074313563,0.028947522825766736,0.6768427832992462,0.4955336773950926,0.2267154544558585,0.22116642173259304,0.7452295202138599,0.34347913997276835,0.12967990318222855,0.09744904728944803,0.8129978182128429,0.3411663050990912,0.057738968792307555,0.9453019564039737,0.3223961997443726,0.7089572639532933,0.40997871530912255,0.13513592195540025,0.8044634330701835,0.40058012113089503,0.6675963810122655,0.9053606794893823,0.753019183447215,0.20612106286922627,0.8840739489439918,0.43013161627342145,0.015914610118966555,0.5888453134887158,0.1722816302381759,0.8079408293381327,0.07402025648906674,0.032686079102251964,0.04455106874974146,0.3988897851717942,0.09416496117477846,0.7362223333192022,0.04529424488911116,0.22064500798181297,0.8862138635703072,0.6230473563286777,0.6858446361514783,0.8440671760059415,0.9673279332189569,0.9946510091589582,0.5460615752362276,0.04497056257332088,0.6933440784444892,0.8838191146200353,0.7703657062228156
0.9388530851273825,0.09948249322105662,0.03389076490384535,0.24823596846144702,0.31023326235159276,0.6272243677943969,0.47580688222127665,0.19027895391610206,0.40306443648794,0.5298663388207568,0.3062712545536792,0.0881426242472857,0.3012370918935904,0.11106166211396107,0.9629933068877269,0.6071019315366064,0.533775900815318,0.8351701831725901,0.6553802095622369,0.8199042995282961,0.029998251581556334,0.297913090204441,0.24245468717230156,0.32729098961213754,0.30410662967537283,0.5333589807668636,0.7226646610608036,0.5812481720106246,0.9353878686624113,0.5530994327916716,0.8124828959341925,0.9548916848892667,0.4951377526139463,0.533275331362966,0.129126383139763,0.1997696575126079,0.16218880229506372,0.6459780504978782,0.6505130293306147,0.4090551821988748,0.23977671974118775,0.49815617248462407,0.7016342139320089,0.06988108408515481,0.2629340391366912,0.5691998070701086,0.5548155628497192,0.033210381807003864,0.859687378535653,0.2875567555780786,0.5474719992282665,0.25484841562751104,0.017189709016426802,0.789201887838813,0.8925538131325612,0.7910715501606201,0.30543786745122914,0.4552018156355252,0.1811656138016462,0.9039999683391216,0.7717604975800259,0.48414613844897925,0.9516293802490228,0.2720382221484472,0.2715842103467604,0.2554606934420507,0.8144157632873011,0.2533497616024276,0.7975471585887726,0.7735497658413292,0.9262679326903991,0.7373505934427328,0.5163919060005203,0.5716544565564241,0.8975334044860621,0.6917545087439538,0.6133745768961508,0.747424683507147,0.7537651153514379,0.5550104358386221,0.5337251613564584,0.9340002592433193,0.24639776292642201,0.12763117447171668,0.4492517721609116,0.9581306102170415,0.28523797198104317,0.0531365107313434,0.97016633181909,0.0781464476562409,0.04008205045943192,0.3985000659765239,0.3638926174335888,0.6916011543084856,0.7377673515549195,0.015201919832286803,0.29247621843907234,0.12743436877012182,0.7496286787255527,0.4520005354739105
0.8886109759780001,0.45578478656240273,0.5953211396315607,0.07385391622039494,0.12979780102343563,0.4232825192842128,0.7568740604825296,0.4098135664319992,0.09897699637364987,0.946561251905284,0.9248604197972202,0.04559316820046566,0.21498646794679066,0.3011346223399851,0.6264142367001816,0.532590680616045,0.5445029720113678,0.5372230366491103,0.9666335297840313,0.45353976752555514,0.08104647740020843,0.6449111508036746,0.07616767441131622,0.14614075702798301,0.8351945612053971,0.1839006500734599,0.9564567902269323,0.2510288905579774,0.7507115913919404,0.08725177280352425,0.0820812225058809,0.9041665309711941,0.05262415890651717,0.6133544374556426,0.2461026725392823,0.21172622882538272,0.6186016569428244,0.9370478685672136,0.06509206235380627,0.9356519632723683,0.7975026996582153,0.5946241887897219,0.4858692941385834,0.743344494211349,0.5390699389646179,0.3798036637248843,0.31225821629821593,0.5039868303952216,0.638491017525507,0.8883571764405858,0.7013467627113333,0.5484320710831805,0.6194271819597161,0.5573884172667003,0.883567260416922,0.6106886565453912,0.05033583868923841,0.35699759215672644,0.23843386571728675,0.6138327246272997,0.9969641052611131,0.33946910554179643,0.0064043425939269705,0.6883363644096195,0.6896561455136755,0.6345983548623162,0.7842809072991819,0.6204313322212149,0.1197862395138155,0.3459757254438849,0.16346772060800452,0.3522415090290463,0.8413598540282732,0.4792489580349407,0.19756100304296653,0.2600623898587653,0.15826420794890372,0.17419228622784289,0.3165851952752732,0.513525001186047,0.42772392978417273,0.6166408267829181,0.4699302919867473,0.9844320606428807,0.5542009512533724,0.5774150919986712,0.029716714767061392,0.2759349923606368,0.14833052745827424,0.1789394574151909,0.14623708975991234,0.7457812170718648,0.876052911444762,0.02457382628236182,0.31037581211329124,0.25685457265624934,0.633160926537185,0.20596371621210086,0.902041212795956,0.9031472257510142
0.5929395269133109,0.43279586274427506,0.7902724140554198,0.5650229224713086,0.5161359394807276,0.10352606408635767,0.4248560653062984,0.4231922395086576,0.9201544199991514,0.8415906288306539,0.15727202892510772,0.13379537397126473,0.2556068365155483,0.3918499503121252,0.45847308448897806,0.47547345178270817,0.5429345755375953,0.17197651546324322,0.7833329661196669,0.0833295484011134,0.7362099851139261,0.43505378449439447,0.9824050957798978,0.9611079023454838,0.6565409026667742,0.5319681906012077,0.8513838605973102,0.22376321999201498,0.02879688973989547,0.5512185493754784,0.35282996207945694,0.26790658918958676,0.21275113892981634,0.40488216653016773,0.15664289040817359,0.3100649207313928,0.8193980023446572,0.06828257931495962,0.5769211419218254,0.9736536620270536,0.22492396580494156,0.41058892599910923,0.6485589020171463,0.5675548860596069,0.38530548232043005,0.8710948954824436,0.3260878397980108,0.5086390653513355,0.5526443664722552,0.33074839693170666,0.05261537148991524,0.6158858819322275,0.3531729101099509,0.659509882051006,0.641479117488742,0.47142452289641035,0.38108454343668396,0.9689664963323246,0.3833883097369285,0.0870307659110161,0.07259825793837649,0.8573768034274672,0.9651115958734667,0.7275028283095594,0.0626332657051053,0.5766429836352733,0.054223917206487116,0.28340458278472014,0.6531645705897244,0.46904333893657724,0.3967307378448921,0.12831813982524198,0.11602697868014844,0.12777185383266543,0.05192788275786031,0.145552891308808,0.44243696419432044,0.3480325448521514,0.7630432190571227,0.9194886650517129,0.5419570730302237,0.7820823908658268,0.5241963335677127,0.5903277714203113,0.650806513780716,0.988436660653902,0.6626821179788589,0.6790799931825293,0.8141682848537887,0.3266052601424462,0.6879175143596773,0.8387498433867171,0.5477004299530942,0.7937846103556945,0.4818759390642694,0.5596784052127941,0.35664444046897137,0.3581056747305682,0.0458580700252601,0.34261700209840884
0.590153587539531,0.219110706080346,0.17073019614917007,0.13330471504059016,0.2963717332759298,0.8696349553679121,0.6450470672382528,0.08570335823575148,0.6953481249607809,0.001421442050504651,0.45861081201128207,0.9900665736422302,0.8108201077524038,0.8425314128178918,0.3330592317988803,0.7971865827512853,0.6330952790486236,0.1629866948758827,0.2464328045701769,0.9611000582006262,0.23538424962900006,0.5928873486125825,0.8765556526075118,0.7685984096541628,0.9135154705381899,0.31088556082371943,0.7001482222776737,0.42408939484072006,0.5421204939640293,0.39663158757588235,0.3521818494072425,0.20497233828910855,0.031245943484511263,0.5028350466458144,0.4258449139158125,0.5742371461540808,0.560080766122865,0.010836121981114388,0.1996001691848327,0.894290132449086,0.8012200775497118,0.39658390549171607,0.797983438584205,0.11802370318326139,0.9963304183374212,0.22594382007574487,0.2537182591825867,0.7804222316894809,0.36454329325955837,0.4962431487243544,0.8427985732342543,0.9232996742846493,0.79031645316777,0.8708570899631661,0.09147816566932254,0.594055849256665,0.1278684873566155,0.7569499729927687,0.08087650657833478,0.5111621343852629,0.20625869014530074,0.9579188607925299,0.5158384409921637,0.6335752414646015,0.10654302331861198,0.6832701101037513,0.4869772014506395,0.26623267603550294,0.21444710535187095,0.2864224842217995,0.9247455185846101,0.9390787542683988,0.4979773401243133,0.3232306582261081,0.39828510779278714,0.1814696165108317,0.7102138459007348,0.8926556855749577,0.8941040808024664,0.9780832576301633,0.4955328698635585,0.3539467394830127,0.11499545445248882,0.014803167824244956,0.8309689243307423,0.5341439911287169,0.7987362106792862,0.055372151319153295,0.4682887980192766,0.42152190838771486,0.6835434778854662,0.25842064841833334,0.41899514849357744,0.3759178723448724,0.16182250347936622,0.7348824987091624,0.15776681605028164,0.10112608986267835,0.15259134645481098,0.46801161880957487
0.2680459458609207,0.6617681617369056,0.4057699992435334,0.7496397414734787,0.3856131219349186,0.6273244265114833,0.008128242037177769,0.44645195993805076,0.4672437786876741,0.013724098882146207,0.47413439096759036,0.4678672052580908,0.16032446265506062,0.3078644726489871,0.286015807958509,0.4224674244711276,0.8514364555836653,0.2790834600245531,0.5685490169575309,0.111583417308728,0.5108261714539541,0.8849941310620133,0.08447992283708272,0.07023496776972504,0.049481396971939984,0.02562510907278248,0.6239732186008026,0.2169625417034563,0.7213913558628949,0.15627284459012858,0.8515679824002266,0.13244447684313498,0.01512585834304303,0.1363504639539661,0.5145208725734838,0.3248464531993308,0.8766301530419824,0.15263967761682085,0.11125660416361349,0.7221943252637488,0.58434549372452,0.4071520432141449,0.11482042474382614,0.033474139369981115,0.641109677270223,0.0694599965507926,0.23223611562816726,0.6038776054348882,0.8835300218732695,0.7097451883964807,0.020308140534713526,0.7832435802562608,0.6089135017652174,0.17708014419061946,0.21913756892805902,0.44553809367793296,0.05622194308813544,0.3960536659401882,0.9206868788797357,0.8104443806018914,0.08092377468066292,0.7388290374215156,0.2018930143086638,0.6277927831531424,0.8429511463701553,0.7406181123664549,0.06708638193394711,0.6333913230601433,0.7642527558780785,0.47146823900057566,0.943664046930615,0.19573960000826496,0.21274959125427007,0.14755151176985226,0.05607761225689045,0.4368538130459523,0.5713009763093357,0.06915498021622923,0.04412083139630907,0.1681494854634178,0.7632241932678511,0.1366420940193135,0.7154555009704591,0.5325915983467161,0.23291850676706038,0.8143785758331281,0.8454629096924329,0.47711397094851193,0.7101010959646473,0.8011738144535142,0.7953254752101506,0.8912486500026803,0.24254350725962204,0.09761046968086595,0.4037239471055867,0.7010750450504651,0.9873018070785254,0.31328016596973196,0.28138878338687057,0.42978524554694164
0.6820685416753942,0.9574615503363747,0.07278291109657575,0.5599082048706695,0.8612653654549249,0.20113668931099682,0.6980383042082681,0.6786483952326923,0.6983074136463343,0.4973018099458283,0.13817992873969975,0.5289436970292887,0.01822507842103327,0.5281624859828913,0.22099224066239076,0.4845737317727148,0.8784447941430429,0.7021782868089405,0.04669936385522411,0.2687000390500611,0.6000042585415621,0.862503638118165,0.8293529770868148,0.1100004667640837,0.08727771069800416,0.9782379942845497,0.9073071752534904,0.12642997705319314,0.14893053889140617,0.7959332466075414,0.9610081665495481,0.344935056688799,0.40915956818610244,0.21547232626962698,0.28795569160936696,0.0527805863198606,0.7286276184877273,0.4059859475578317,0.3955211045391185,0.37488693330885514,0.7789129442704975,0.31579472204481784,0.8928429390952981,0.7128716181633743,0.6164188015583064,0.6367611768540414,0.7374719813432702,0.3250946519043353,0.8617521568338495,0.42730635827076846,0.07979971282699216,0.8632347096278497,0.2755090245032107,0.5175177809708007,0.22198791601780432,0.09424267751672977,0.3787485625350786,0.5577444780090073,0.004783203247423207,0.15535906925324294,0.7779661968643561,0.9237911140242073,0.07774221257603009,0.012336391323994556,0.27913675270045035,0.5716195594039991,0.06491909444039223,0.24643775709668014,0.7184330928163347,0.062424891868238186,0.7695043029298434,0.4840204394895363,0.3888290644610519,0.05475785832280822,0.9625402358340112,0.24784692225345306,0.24997159899376287,0.427773076140631,0.04363627484325294,0.6415285208679874,0.7639801149898545,0.3689668701175478,0.12024479183320858,0.1201307998960407,0.8723534835834775,0.4554931863036341,0.2272621494360907,0.5276100804309198,0.4766040770314781,0.5149493906819139,0.15707943494506715,0.8922162448066382,0.01687521945646242,0.3872890037499178,0.4707983156998078,0.6511996974297163,0.8916769106249594,0.06782460739053031,0.280271879984507,0.5459298055649611
0.36535666166207836,0.554894729458674,0.36434036766666156,0.890472986462309,0.504531740695054,0.9919487840635903,0.3786960444237556,0.031456777017536686,0.5148464113221689,0.5247751820841416,0.5801358327079085,0.4851230111433599,0.7795956393048494,0.6348411093156354,0.23675105271203722,0.09697653285166108,0.2986586324319428,0.042146306403282874,0.5908526000300854,0.7630038117482462,0.8445348866279064,0.48126382668782364,0.6622340796776855,0.49685368565628996,0.6661366987343602,0.030131927246848322,0.7945808374922421,0.9887821223845334,0.18966580650630283,0.7882876545416682,0.958686151994852,0.7154606889328354,0.4632598558034813,0.8879953667266441,0.18189369590215687,0.2429033279904096,0.7618813994564926,0.44353337206733634,0.56232106333849,0.21565504991992757,0.43959928641659707,0.47961008008372297,0.986346529722372,0.8327103820869959,0.45149801687403246,0.6487097421337259,0.8956421833979202,0.3479807454358371,0.7751408143217718,0.9820777381710889,0.30150400315938664,0.1890405994924147,0.6058131233848,0.687329709685719,0.7462322347644994,0.1779882257726657,0.3914456153878878,0.7598970132851565,0.21324440082153961,0.5846439724696667,0.5683335546390527,0.14523403466626617,0.24872324203171692,0.558167354822375,0.5544791310852453,0.013451877826814562,0.33239293715127505,0.8791558040089342,0.7555988947155401,0.5667072848100543,0.6543077189801171,0.9118539772154332,0.7996676450482509,0.1809242567511865,0.8135810414998398,0.14464716894526986,0.011630016069323457,0.008903483522117894,0.6573722913956815,0.5253076758248976,0.8777873616461844,0.3914272431052157,0.9879962080762967,0.1845932033747134,0.5513301761066325,0.8555151873790187,0.8718772564420332,0.7378447858037248,0.0022945550131852066,0.33840775389570776,0.008091656997667451,0.47588508299158927,0.07666781290572455,0.8647545458461467,0.8697122268948797,0.11665325341259192,0.43049703148066454,0.5913291488462306,0.6426414605062964,0.11574963083812839
